"Date","Price","Open","High","Low","Change %"
"Mar 18, 2019","7.302","7.304","7.322","7.275","-0.23%"
"Mar 15, 2019","7.319","7.365","7.365","7.319","-0.48%"
"Mar 14, 2019","7.354","7.351","7.370","7.323","-0.14%"
"Mar 13, 2019","7.364","7.388","7.388","7.351","0.07%"
"Mar 12, 2019","7.359","7.436","7.436","7.347","-0.10%"
"Mar 11, 2019","7.366","7.389","7.389","7.360","-0.14%"
"Mar 08, 2019","7.376","7.417","7.417","7.376","-0.38%"
"Mar 07, 2019","7.404","7.426","7.426","7.404","0.05%"
"Mar 06, 2019","7.400","7.398","7.492","7.389","0.15%"
"Mar 05, 2019","7.389","7.417","7.417","7.384","0.00%"
"Mar 01, 2019","7.389","7.445","7.445","7.389","-0.26%"
"Feb 28, 2019","7.408","7.483","7.493","7.408","-0.63%"
"Feb 27, 2019","7.455","7.446","7.531","7.427","0.32%"
"Feb 26, 2019","7.431","7.456","7.456","7.431","0.05%"
"Feb 25, 2019","7.427","7.474","7.474","7.427","-0.26%"
"Feb 22, 2019","7.446","7.416","7.484","7.416","0.77%"
"Feb 21, 2019","7.389","7.475","7.475","7.389","0.03%"
"Feb 20, 2019","7.387","7.503","7.503","7.387","-0.38%"
"Feb 18, 2019","7.415","7.512","7.512","7.415","0.07%"
"Feb 15, 2019","7.410","7.419","7.447","7.408","0.38%"
"Feb 14, 2019","7.382","7.391","7.406","7.380","0.23%"
"Feb 13, 2019","7.365","7.429","7.429","7.354","-1.13%"
"Feb 12, 2019","7.449","7.466","7.485","7.449","0.12%"
"Feb 11, 2019","7.440","7.447","7.494","7.440","0.15%"
"Feb 08, 2019","7.429","7.476","7.494","7.401","0.09%"
"Feb 07, 2019","7.422","7.541","7.588","7.419","-1.34%"
"Feb 06, 2019","7.523","7.570","7.570","7.523","-0.52%"
"Feb 05, 2019","7.562","7.632","7.632","7.562","-0.62%"
"Feb 04, 2019","7.609","7.645","7.645","7.589","0.74%"
"Feb 01, 2019","7.553","7.448","7.621","7.402","1.60%"
"Jan 31, 2019","7.434","7.495","7.497","7.434","-0.76%"
"Jan 30, 2019","7.491","7.513","7.514","7.477","0.27%"
"Jan 29, 2019","7.471","7.497","7.497","7.471","-0.20%"
"Jan 28, 2019","7.486","7.503","7.510","7.486","0.05%"
"Jan 25, 2019","7.482","7.551","7.551","7.480","-0.25%"
"Jan 24, 2019","7.501","7.524","7.585","7.501","-0.23%"
"Jan 23, 2019","7.518","7.466","7.533","7.457","0.67%"
"Jan 22, 2019","7.468","7.505","7.505","7.458","-0.60%"
"Jan 21, 2019","7.513","7.589","7.597","7.495","-0.32%"
"Jan 18, 2019","7.537","7.552","7.561","7.505","0.75%"
"Jan 17, 2019","7.481","7.552","7.552","7.476","0.01%"
"Jan 16, 2019","7.480","7.409","7.487","7.385","1.03%"
"Jan 15, 2019","7.404","7.450","7.450","7.404","0.27%"
"Jan 14, 2019","7.384","7.422","7.422","7.374","-0.77%"
"Jan 11, 2019","7.441","7.426","7.478","7.397","0.24%"
"Jan 10, 2019","7.423","7.449","7.473","7.423","-0.07%"
"Jan 09, 2019","7.428","7.449","7.451","7.405","0.19%"
"Jan 08, 2019","7.414","7.515","7.523","7.398","-1.51%"
"Jan 07, 2019","7.528","7.488","7.540","7.469","0.79%"
"Jan 04, 2019","7.469","7.460","7.495","7.430","0.20%"
"Jan 03, 2019","7.454","7.495","7.495","7.412","0.89%"
"Jan 02, 2019","7.388","7.485","7.485","7.377","-0.65%"
"Jan 01, 2019","7.436","7.450","7.469","7.413","0.79%"
"Dec 31, 2018","7.378","7.404","7.432","7.364","-0.40%"
"Dec 28, 2018","7.408","7.322","7.413","7.303","1.42%"
"Dec 27, 2018","7.304","7.331","7.347","7.273","0.14%"
"Dec 26, 2018","7.294","7.285","7.300","7.265","-0.21%"
"Dec 24, 2018","7.309","7.366","7.366","7.291","0.27%"
"Dec 21, 2018","7.289","7.364","7.364","7.289","-0.15%"
"Dec 20, 2018","7.300","7.276","7.302","7.262","0.68%"
"Dec 19, 2018","7.251","7.267","7.295","7.247","-1.39%"
"Dec 18, 2018","7.353","7.432","7.432","7.353","-1.10%"
"Dec 17, 2018","7.435","7.450","7.450","7.408","0.12%"
"Dec 14, 2018","7.426","7.437","7.454","7.423","0.24%"
"Dec 13, 2018","7.408","7.445","7.448","7.406","-0.36%"
"Dec 12, 2018","7.435","7.533","7.533","7.435","-1.18%"
"Dec 11, 2018","7.524","7.737","7.737","7.524","-0.99%"
"Dec 10, 2018","7.599","7.531","7.635","7.503","1.75%"
"Dec 07, 2018","7.468","7.413","7.490","7.389","0.78%"
"Dec 06, 2018","7.410","7.459","7.459","7.377","-0.19%"
"Dec 05, 2018","7.424","7.569","7.584","7.413","-1.56%"
"Dec 04, 2018","7.542","7.597","7.597","7.538","-0.61%"
"Dec 03, 2018","7.588","7.731","7.731","7.582","0.20%"
"Nov 30, 2018","7.573","7.603","7.603","7.566","0.03%"
"Nov 29, 2018","7.571","7.625","7.625","7.546","-0.46%"
"Nov 28, 2018","7.606","7.665","7.671","7.606","-1.27%"
"Nov 27, 2018","7.704","7.720","7.725","7.688","0.05%"
"Nov 26, 2018","7.700","7.689","7.713","7.661","0.12%"
"Nov 22, 2018","7.691","7.752","7.752","7.685","-0.81%"
"Nov 20, 2018","7.754","7.763","7.797","7.724","-0.06%"
"Nov 19, 2018","7.759","7.847","7.847","7.759","-0.63%"
"Nov 16, 2018","7.808","7.770","7.811","7.769","0.83%"
"Nov 15, 2018","7.744","7.735","7.752","7.714","0.51%"
"Nov 14, 2018","7.705","7.698","7.740","7.677","-0.22%"
"Nov 13, 2018","7.722","7.772","7.772","7.714","-0.71%"
"Nov 12, 2018","7.777","7.809","7.809","7.772","0.43%"
"Nov 09, 2018","7.744","7.781","7.781","7.735","-0.78%"
"Nov 06, 2018","7.805","7.809","7.814","7.786","0.05%"
"Nov 05, 2018","7.801","7.808","7.810","7.784","0.44%"
"Nov 02, 2018","7.767","7.836","7.836","7.737","-1.07%"
"Nov 01, 2018","7.851","7.911","7.911","7.851","-0.61%"
"Oct 31, 2018","7.899","7.938","7.938","7.899","0.22%"
"Oct 30, 2018","7.882","7.882","7.895","7.872","0.31%"
"Oct 29, 2018","7.858","7.901","7.901","7.852","-0.87%"
"Oct 26, 2018","7.927","7.976","7.976","7.921","-0.09%"
"Oct 25, 2018","7.934","7.938","7.975","7.929","-0.16%"
"Oct 24, 2018","7.947","7.938","7.950","7.912","-0.11%"
"Oct 23, 2018","7.956","7.984","7.992","7.945","-0.19%"
"Oct 22, 2018","7.971","8.050","8.050","7.956","-0.16%"
"Oct 19, 2018","7.984","8.018","8.018","7.923","0.21%"
"Oct 17, 2018","7.967","8.012","8.012","7.937","0.49%"
"Oct 16, 2018","7.928","8.012","8.012","7.928","-0.63%"
"Oct 15, 2018","7.978","8.068","8.068","7.978","-0.86%"
"Oct 12, 2018","8.047","8.028","8.055","7.995","0.15%"
"Oct 11, 2018","8.035","8.086","8.086","8.032","-0.56%"
"Oct 10, 2018","8.080","8.161","8.161","8.080","-0.99%"
"Oct 09, 2018","8.161","8.103","8.199","8.085","1.14%"
"Oct 08, 2018","8.069","8.121","8.121","8.067","-0.69%"
"Oct 05, 2018","8.125","8.283","8.283","8.125","-1.78%"
"Oct 04, 2018","8.272","8.316","8.316","8.260","0.46%"
"Oct 03, 2018","8.234","8.160","8.234","8.151","1.54%"
"Oct 01, 2018","8.109","8.104","8.132","8.061","-0.26%"
"Sep 28, 2018","8.130","8.160","8.169","8.115","-0.17%"
"Sep 27, 2018","8.144","8.178","8.197","8.144","-0.54%"
"Sep 26, 2018","8.188","8.235","8.235","8.178","-0.56%"
"Sep 25, 2018","8.234","8.272","8.272","8.225","-0.05%"
"Sep 24, 2018","8.238","8.242","8.253","8.204","0.32%"
"Sep 21, 2018","8.212","8.196","8.272","8.140","0.20%"
"Sep 19, 2018","8.196","8.281","8.281","8.194","-0.80%"
"Sep 18, 2018","8.262","8.290","8.290","8.181","0.51%"
"Sep 17, 2018","8.220","8.318","8.318","8.211","-0.65%"
"Sep 16, 2018","8.274","8.274","8.274","8.274","0.40%"
"Sep 14, 2018","8.241","8.252","8.276","8.220","-0.58%"
"Sep 12, 2018","8.289","8.333","8.337","8.270","-0.16%"
"Sep 11, 2018","8.302","8.308","8.312","8.251","0.28%"
"Sep 10, 2018","8.279","8.241","8.294","8.213","1.25%"
"Sep 07, 2018","8.177","8.213","8.213","8.138","-0.11%"
"Sep 06, 2018","8.186","8.179","8.222","8.171","-0.05%"
"Sep 05, 2018","8.190","8.203","8.276","8.170","-0.11%"
"Sep 04, 2018","8.199","8.182","8.207","8.133","0.61%"
"Sep 03, 2018","8.149","8.098","8.152","8.071","0.53%"
"Aug 31, 2018","8.106","8.113","8.114","8.100","0.12%"
"Aug 30, 2018","8.096","8.109","8.109","8.083","0.16%"
"Aug 29, 2018","8.083","8.081","8.088","8.062","0.15%"
"Aug 28, 2018","8.071","8.070","8.081","8.062","0.11%"
"Aug 27, 2018","8.062","8.081","8.081","8.049","0.06%"
"Aug 24, 2018","8.057","8.086","8.088","8.057","-0.20%"
"Aug 23, 2018","8.073","8.080","8.080","8.064","0.37%"
"Aug 21, 2018","8.043","8.049","8.090","8.026","-0.14%"
"Aug 20, 2018","8.054","8.052","8.080","8.047","-0.27%"
"Aug 16, 2018","8.076","8.089","8.099","8.052","0.67%"
"Aug 14, 2018","8.022","8.019","8.033","8.011","-0.02%"
"Aug 13, 2018","8.024","8.061","8.061","8.006","0.72%"
"Aug 10, 2018","7.967","7.996","7.996","7.950","0.05%"
"Aug 09, 2018","7.963","7.987","7.987","7.963","-0.49%"
"Aug 08, 2018","8.002","8.024","8.032","8.000","-0.15%"
"Aug 07, 2018","8.014","8.014","8.020","7.990","0.16%"
"Aug 06, 2018","8.001","8.020","8.020","7.994","0.03%"
"Aug 03, 2018","7.999","7.999","8.022","7.987","0.48%"
"Aug 02, 2018","7.961","7.959","8.005","7.923","0.25%"
"Aug 01, 2018","7.941","8.032","8.112","7.941","-1.10%"
"Jul 31, 2018","8.029","8.051","8.051","8.021","-0.14%"
"Jul 30, 2018","8.040","8.065","8.073","8.029","-0.06%"
"Jul 27, 2018","8.045","8.060","8.060","8.041","0.09%"
"Jul 26, 2018","8.038","8.074","8.074","8.036","-0.27%"
"Jul 25, 2018","8.060","8.080","8.080","8.060","0.05%"
"Jul 24, 2018","8.056","8.087","8.087","8.056","-0.20%"
"Jul 23, 2018","8.072","8.069","8.094","8.050","0.16%"
"Jul 20, 2018","8.059","8.074","8.085","8.059","-0.19%"
"Jul 19, 2018","8.074","8.105","8.105","8.050","0.46%"
"Jul 18, 2018","8.037","8.041","8.046","8.017","0.19%"
"Jul 17, 2018","8.022","8.059","8.094","8.022","-0.71%"
"Jul 16, 2018","8.079","8.160","8.160","8.079","0.14%"
"Jul 13, 2018","8.068","8.105","8.105","8.050","0.16%"
"Jul 12, 2018","8.055","8.123","8.129","8.055","-1.18%"
"Jul 11, 2018","8.151","8.169","8.178","8.145","-0.13%"
"Jul 10, 2018","8.162","8.197","8.197","8.160","-0.04%"
"Jul 09, 2018","8.165","8.159","8.178","8.148","0.23%"
"Jul 06, 2018","8.146","8.178","8.178","8.143","-0.20%"
"Jul 05, 2018","8.162","8.131","8.183","8.127","0.54%"
"Jul 04, 2018","8.118","8.205","8.205","8.103","-0.22%"
"Jul 03, 2018","8.136","8.167","8.167","8.136","-0.11%"
"Jul 02, 2018","8.145","8.163","8.163","8.130","0.22%"
"Jun 29, 2018","8.127","8.141","8.141","8.120","-0.26%"
"Jun 28, 2018","8.148","8.121","8.160","8.121","0.84%"
"Jun 27, 2018","8.080","8.100","8.100","8.080","0.36%"
"Jun 26, 2018","8.051","8.051","8.051","8.051","0.00%"
"Jun 25, 2018","8.051","8.051","8.051","8.051","-0.15%"
"Jun 22, 2018","8.063","8.063","8.063","8.063","0.51%"
"Jun 21, 2018","8.022","8.022","8.022","8.022","-0.62%"
"Jun 20, 2018","8.072","8.072","8.072","8.072","-0.02%"
"Jun 19, 2018","8.074","8.120","8.120","8.074","-0.10%"
"Jun 18, 2018","8.082","8.101","8.101","8.082","-0.36%"
"Jun 15, 2018","8.111","8.159","8.159","8.082","-0.34%"
"Jun 14, 2018","8.139","8.149","8.169","8.101","0.47%"
"Jun 13, 2018","8.101","8.149","8.149","8.100","-0.82%"
"Jun 12, 2018","8.168","8.178","8.178","8.149","0.23%"
"Jun 11, 2018","8.149","8.217","8.217","8.149","0.23%"
"Jun 08, 2018","8.130","8.198","8.198","8.130","-0.23%"
"Jun 07, 2018","8.149","8.178","8.217","8.149","0.84%"
"Jun 06, 2018","8.081","8.081","8.100","8.069","0.96%"
"Jun 05, 2018","8.004","8.062","8.062","8.004","-0.47%"
"Jun 04, 2018","8.042","8.091","8.091","8.042","-0.12%"
"Jun 01, 2018","8.052","8.098","8.098","8.052","0.47%"
"May 31, 2018","8.014","8.042","8.052","8.014","0.97%"
"May 30, 2018","7.937","7.970","7.970","7.937","-0.13%"
"May 29, 2018","7.947","7.975","7.983","7.947","0.15%"
"May 28, 2018","7.935","8.014","8.014","7.928","-0.15%"
"May 25, 2018","7.947","8.071","8.071","7.947","-1.54%"
"May 24, 2018","8.071","8.061","8.071","8.052","0.24%"
"May 23, 2018","8.052","8.033","8.071","8.029","-0.14%"
"May 22, 2018","8.063","8.052","8.063","8.023","0.72%"
"May 21, 2018","8.005","8.051","8.051","8.004","-0.22%"
"May 20, 2018","8.023","8.023","8.023","8.023","0.00%"
"May 18, 2018","8.023","8.053","8.053","7.984","-0.35%"
"May 17, 2018","8.051","8.089","8.089","8.051","-0.32%"
"May 16, 2018","8.077","8.070","8.077","8.060","0.24%"
"May 15, 2018","8.058","8.058","8.058","8.056","0.70%"
"May 14, 2018","8.002","7.895","8.002","7.877","1.56%"
"May 11, 2018","7.879","7.896","7.896","7.870","0.24%"
"May 10, 2018","7.860","7.907","7.907","7.860","0.00%"
"May 09, 2018","7.860","7.841","7.926","7.811","1.46%"
"May 08, 2018","7.747","7.813","7.822","7.738","-0.48%"
"May 07, 2018","7.784","7.831","7.831","7.766","-0.71%"
"May 04, 2018","7.840","7.840","7.840","7.840","0.17%"
"May 03, 2018","7.827","7.859","7.859","7.827","-0.14%"
"May 02, 2018","7.838","7.850","7.850","7.831","0.09%"
"Apr 27, 2018","7.831","7.878","7.878","7.831","-0.23%"
"Apr 26, 2018","7.849","7.862","7.886","7.849","0.03%"
"Apr 25, 2018","7.847","7.858","7.863","7.847","0.58%"
"Apr 24, 2018","7.802","7.802","7.802","7.802","-0.24%"
"Apr 23, 2018","7.821","7.793","7.821","7.793","0.10%"
"Apr 20, 2018","7.813","7.820","7.820","7.813","0.86%"
"Apr 19, 2018","7.746","7.677","7.755","7.677","0.85%"
"Apr 18, 2018","7.681","7.653","7.681","7.646","0.60%"
"Apr 17, 2018","7.635","7.625","7.672","7.616","0.20%"
"Apr 16, 2018","7.620","7.598","7.623","7.596","-0.04%"
"Apr 13, 2018","7.623","7.635","7.662","7.607","-0.08%"
"Apr 12, 2018","7.629","7.625","7.635","7.607","0.05%"
"Apr 11, 2018","7.625","7.589","7.718","7.589","1.46%"
"Apr 10, 2018","7.515","7.497","7.534","7.459","1.97%"
"Apr 09, 2018","7.370","7.298","7.388","7.298","0.86%"
"Apr 07, 2018","7.307","7.307","7.307","7.307","0.00%"
"Apr 06, 2018","7.307","7.352","7.370","7.298","0.00%"
"Apr 05, 2018","7.307","7.479","7.479","7.298","-1.97%"
"Apr 04, 2018","7.454","7.497","7.516","7.454","-0.57%"
"Apr 03, 2018","7.497","7.497","7.497","7.497","-0.49%"
"Mar 28, 2018","7.534","7.497","7.570","7.470","0.49%"
"Mar 27, 2018","7.497","7.607","7.634","7.479","-2.85%"
"Mar 26, 2018","7.717","7.680","7.735","7.680","0.65%"
"Mar 23, 2018","7.667","7.653","7.699","7.653","0.12%"
"Mar 22, 2018","7.658","7.717","7.717","7.651","0.00%"
"Mar 21, 2018","7.658","7.717","7.717","7.655","-0.05%"
"Mar 20, 2018","7.662","7.699","7.699","7.653","0.25%"
"Mar 19, 2018","7.643","7.643","7.653","7.607","0.35%"
"Mar 16, 2018","7.616","7.671","7.671","7.616","-0.72%"
"Mar 15, 2018","7.671","7.730","7.730","7.671","-0.34%"
"Mar 14, 2018","7.697","7.713","7.713","7.697","-0.09%"
"Mar 13, 2018","7.704","7.671","7.704","7.671","0.34%"
"Mar 12, 2018","7.678","7.687","7.687","7.678","-0.36%"
"Mar 09, 2018","7.706","7.717","7.717","7.706","0.14%"
"Mar 08, 2018","7.695","7.671","7.695","7.671","0.12%"
"Mar 07, 2018","7.686","7.744","7.744","7.686","-1.11%"
"Mar 06, 2018","7.772","7.772","7.772","7.772","0.00%"
"Mar 05, 2018","7.772","7.781","7.781","7.772","-0.06%"
"Mar 01, 2018","7.777","7.735","7.777","7.735","0.32%"
"Feb 28, 2018","7.752","7.726","7.752","7.726","0.48%"
"Feb 27, 2018","7.715","7.753","7.753","7.715","-0.49%"
"Feb 26, 2018","7.753","7.766","7.766","7.753","0.12%"
"Feb 23, 2018","7.744","7.799","7.799","7.744","-1.06%"
"Feb 22, 2018","7.827","7.891","7.891","7.827","0.24%"
"Feb 21, 2018","7.808","7.720","7.808","7.720","0.71%"
"Feb 20, 2018","7.753","7.708","7.753","7.708","0.87%"
"Feb 18, 2018","7.686","7.686","7.686","7.686","0.00%"
"Feb 16, 2018","7.686","7.704","7.704","7.686","0.22%"
"Feb 15, 2018","7.669","7.644","7.669","7.644","1.00%"
"Feb 14, 2018","7.593","7.619","7.619","7.593","-0.26%"
"Feb 12, 2018","7.613","7.611","7.613","7.611","-0.22%"
"Feb 09, 2018","7.630","7.588","7.630","7.588","0.70%"
"Feb 08, 2018","7.577","7.604","7.604","7.577","-0.79%"
"Feb 07, 2018","7.637","7.699","7.699","7.637","-0.43%"
"Feb 06, 2018","7.670","7.690","7.690","7.670","-0.47%"
"Feb 05, 2018","7.706","7.708","7.708","7.706","0.09%"
"Feb 02, 2018","7.699","7.777","7.777","7.699","-0.44%"
"Feb 01, 2018","7.733","7.627","7.733","7.627","2.26%"
"Jan 31, 2018","7.562","7.548","7.562","7.548","0.03%"
"Jan 30, 2018","7.560","7.562","7.562","7.560","-0.17%"
"Jan 29, 2018","7.573","7.519","7.573","7.519","1.24%"
"Jan 25, 2018","7.480","7.478","7.480","7.478","0.38%"
"Jan 24, 2018","7.452","7.439","7.452","7.439","0.53%"
"Jan 23, 2018","7.413","7.420","7.420","7.413","-0.62%"
"Jan 22, 2018","7.459","7.484","7.484","7.459","-0.05%"
"Jan 19, 2018","7.463","7.450","7.463","7.450","-0.09%"
"Jan 18, 2018","7.470","7.463","7.470","7.463","0.67%"
"Jan 17, 2018","7.420","7.449","7.449","7.420","-1.57%"
"Jan 16, 2018","7.538","7.518","7.538","7.518","1.67%"
"Jan 15, 2018","7.414","7.447","7.447","7.414","-0.12%"
"Jan 12, 2018","7.423","7.415","7.423","7.415","0.19%"
"Jan 11, 2018","7.409","7.425","7.425","7.409","-0.31%"
"Jan 10, 2018","7.432","7.386","7.432","7.386","1.29%"
"Jan 09, 2018","7.337","7.335","7.337","7.335","0.29%"
"Jan 08, 2018","7.316","7.300","7.316","7.300","0.36%"
"Jan 05, 2018","7.290","7.351","7.351","7.290","-0.76%"
"Jan 04, 2018","7.346","7.346","7.346","7.346","0.14%"
"Jan 03, 2018","7.336","7.389","7.389","7.336","-0.72%"
"Jan 02, 2018","7.389","7.392","7.392","7.389","0.45%"
"Jan 01, 2018","7.356","7.345","7.356","7.345","0.05%"
"Dec 29, 2017","7.352","7.387","7.387","7.352","-0.86%"
"Dec 28, 2017","7.416","7.389","7.416","7.389","1.92%"
"Dec 27, 2017","7.276","7.311","7.311","7.276","-0.83%"
"Dec 26, 2017","7.337","7.363","7.363","7.337","0.23%"
"Dec 22, 2017","7.320","7.290","7.320","7.290","0.36%"
"Dec 21, 2017","7.294","7.289","7.294","7.289","0.19%"
"Dec 20, 2017","7.280","7.260","7.280","7.260","0.66%"
"Dec 19, 2017","7.232","7.237","7.237","7.232","-0.06%"
"Dec 18, 2017","7.236","7.203","7.236","7.203","1.16%"
"Dec 16, 2017","7.153","7.153","7.153","7.153","0.00%"
"Dec 15, 2017","7.153","7.155","7.155","7.153","0.11%"
"Dec 14, 2017","7.145","7.168","7.168","7.145","-0.43%"
"Dec 13, 2017","7.176","7.227","7.227","7.176","-0.08%"
"Dec 12, 2017","7.182","7.192","7.192","7.182","0.38%"
"Dec 11, 2017","7.155","7.124","7.155","7.124","0.95%"
"Dec 08, 2017","7.088","7.078","7.088","7.078","0.34%"
"Dec 07, 2017","7.064","7.049","7.064","7.049","0.31%"
"Dec 06, 2017","7.042","7.074","7.074","7.042","-0.33%"
"Dec 05, 2017","7.065","7.067","7.067","7.065","-0.24%"
"Dec 04, 2017","7.082","7.093","7.093","7.082","0.11%"
"Nov 30, 2017","7.074","7.055","7.074","7.055","0.48%"
"Nov 29, 2017","7.040","7.048","7.048","7.040","-0.27%"
"Nov 28, 2017","7.059","7.074","7.074","7.059","-0.32%"
"Nov 27, 2017","7.082","7.059","7.082","7.059","0.40%"
"Nov 24, 2017","7.054","7.071","7.071","7.054","0.06%"
"Nov 23, 2017","7.050","7.088","7.088","7.050","-0.03%"
"Nov 22, 2017","7.052","7.037","7.052","7.037","0.76%"
"Nov 21, 2017","6.999","7.004","7.004","6.999","0.36%"
"Nov 20, 2017","6.974","6.989","6.989","6.974","-1.98%"
"Nov 17, 2017","7.115","7.041","7.115","7.041","0.03%"
"Nov 16, 2017","7.113","7.096","7.113","7.096","0.87%"
"Nov 15, 2017","7.052","7.056","7.056","7.052","-0.41%"
"Nov 14, 2017","7.081","7.079","7.081","7.079","1.11%"
"Nov 13, 2017","7.003","7.001","7.003","7.001","0.27%"
"Nov 10, 2017","6.984","6.952","6.984","6.952","0.49%"
"Nov 09, 2017","6.950","6.947","6.950","6.947","0.00%"
"Nov 08, 2017","6.950","6.949","6.950","6.949","0.04%"
"Nov 07, 2017","6.947","6.956","6.956","6.947","0.30%"
"Nov 06, 2017","6.926","6.915","6.926","6.915","0.44%"
"Nov 03, 2017","6.896","6.900","6.900","6.896","-0.12%"
"Nov 02, 2017","6.904","6.917","6.917","6.904","-0.43%"
"Nov 01, 2017","6.934","6.925","6.934","6.925","0.26%"
"Oct 31, 2017","6.916","6.938","6.938","6.916","-0.35%"
"Oct 30, 2017","6.940","6.899","6.940","6.899","0.71%"
"Oct 29, 2017","6.891","6.891","6.891","6.891","0.00%"
"Oct 27, 2017","6.891","6.910","6.910","6.891","-0.03%"
"Oct 26, 2017","6.893","6.901","6.901","6.893","-0.17%"
"Oct 25, 2017","6.905","6.896","6.905","6.896","0.28%"
"Oct 24, 2017","6.886","6.898","6.898","6.886","-0.15%"
"Oct 23, 2017","6.896","6.881","6.896","6.881","0.60%"
"Oct 22, 2017","6.855","6.855","6.855","6.855","0.00%"
"Oct 18, 2017","6.855","6.864","6.864","6.855","-0.25%"
"Oct 17, 2017","6.872","6.867","6.872","6.867","0.20%"
"Oct 16, 2017","6.858","6.872","6.872","6.858","-0.19%"
"Oct 13, 2017","6.871","6.873","6.873","6.871","-0.46%"
"Oct 12, 2017","6.903","6.897","6.903","6.897","0.10%"
"Oct 11, 2017","6.896","6.909","6.909","6.896","0.12%"
"Oct 10, 2017","6.888","6.912","6.912","6.888","-0.46%"
"Oct 09, 2017","6.920","6.907","6.920","6.907","0.10%"
"Oct 06, 2017","6.913","6.918","6.918","6.913","0.16%"
"Oct 05, 2017","6.902","6.913","6.913","6.902","0.31%"
"Oct 04, 2017","6.881","6.824","6.881","6.824","0.61%"
"Oct 03, 2017","6.839","6.850","6.850","6.839","-0.54%"
"Sep 29, 2017","6.876","6.865","6.876","6.865","-0.01%"
"Sep 28, 2017","6.877","6.890","6.890","6.877","-0.22%"
"Sep 27, 2017","6.892","6.886","6.892","6.886","0.00%"
"Sep 26, 2017","6.892","6.886","6.892","6.886","0.61%"
"Sep 25, 2017","6.850","6.857","6.857","6.850","-0.39%"
"Sep 22, 2017","6.877","6.894","6.894","6.877","-0.20%"
"Sep 21, 2017","6.891","6.856","6.891","6.856","1.44%"
"Sep 20, 2017","6.793","6.793","6.793","6.793","-0.09%"
"Sep 19, 2017","6.799","6.805","6.805","6.799","-0.16%"
