"Date","Price","Open","High","Low","Change %"
"Sep 18, 2017","6.810","6.805","6.810","6.805","0.07%"
"Sep 15, 2017","6.805","6.792","6.805","6.792","0.53%"
"Sep 14, 2017","6.769","6.765","6.769","6.765","0.19%"
"Sep 13, 2017","6.756","6.754","6.756","6.754","0.40%"
"Sep 12, 2017","6.729","6.742","6.742","6.729","-0.06%"
"Sep 11, 2017","6.733","6.731","6.733","6.731","0.16%"
"Sep 08, 2017","6.722","6.709","6.722","6.709","0.18%"
"Sep 07, 2017","6.710","6.725","6.725","6.710","-0.10%"
"Sep 06, 2017","6.717","6.699","6.717","6.699","0.07%"
"Sep 05, 2017","6.712","6.709","6.712","6.709","0.07%"
"Sep 04, 2017","6.707","6.711","6.711","6.707","0.30%"
"Sep 01, 2017","6.687","6.682","6.687","6.682","-0.25%"
"Aug 31, 2017","6.704","6.713","6.713","6.704","-0.03%"
"Aug 30, 2017","6.706","6.706","6.706","6.706","-0.03%"
"Aug 29, 2017","6.708","6.728","6.728","6.708","-0.43%"
"Aug 28, 2017","6.737","6.743","6.743","6.737","0.10%"
"Aug 24, 2017","6.730","6.727","6.730","6.727","0.01%"
"Aug 23, 2017","6.729","6.729","6.729","6.729","-0.12%"
"Aug 22, 2017","6.737","6.728","6.737","6.728","0.07%"
"Aug 21, 2017","6.732","6.732","6.732","6.732","0.09%"
"Aug 18, 2017","6.726","6.715","6.726","6.715","-0.15%"
"Aug 16, 2017","6.736","6.741","6.741","6.736","0.10%"
"Aug 14, 2017","6.729","6.727","6.729","6.727","0.18%"
"Aug 11, 2017","6.717","6.715","6.717","6.715","-0.06%"
"Aug 10, 2017","6.721","6.696","6.721","6.696","0.67%"
"Aug 09, 2017","6.676","6.668","6.676","6.668","0.23%"
"Aug 08, 2017","6.661","6.668","6.668","6.661","0.00%"
"Aug 07, 2017","6.661","6.654","6.661","6.654","0.30%"
"Aug 06, 2017","6.641","6.641","6.641","6.641","0.00%"
"Aug 04, 2017","6.641","6.638","6.641","6.638","0.20%"
"Aug 03, 2017","6.628","6.642","6.642","6.628","-1.52%"
"Aug 02, 2017","6.730","6.752","6.752","6.730","-0.27%"
"Aug 01, 2017","6.748","6.743","6.748","6.743","-0.41%"
"Jul 31, 2017","6.776","6.760","6.776","6.760","0.19%"
"Jul 28, 2017","6.763","6.744","6.763","6.744","0.42%"
"Jul 27, 2017","6.735","6.719","6.735","6.719","0.01%"
"Jul 26, 2017","6.734","6.732","6.734","6.732","0.13%"
"Jul 25, 2017","6.725","6.718","6.725","6.718","0.37%"
"Jul 24, 2017","6.700","6.691","6.700","6.691","-0.13%"
"Jul 21, 2017","6.709","6.698","6.709","6.698","-0.52%"
"Jul 20, 2017","6.744","6.756","6.756","6.744","-0.13%"
"Jul 19, 2017","6.753","6.762","6.762","6.753","-0.24%"
"Jul 18, 2017","6.769","6.769","6.769","6.769","-0.09%"
"Jul 17, 2017","6.775","6.784","6.784","6.775","-0.16%"
"Jul 16, 2017","6.786","6.786","6.786","6.786","0.00%"
"Jul 14, 2017","6.786","6.795","6.795","6.786","-0.03%"
"Jul 13, 2017","6.788","6.790","6.790","6.788","-0.25%"
"Jul 12, 2017","6.805","6.787","6.805","6.787","-0.03%"
"Jul 11, 2017","6.807","6.800","6.807","6.800","-0.10%"
"Jul 10, 2017","6.814","6.834","6.834","6.814","0.53%"
"Jul 07, 2017","6.778","6.799","6.799","6.778","-0.32%"
"Jul 06, 2017","6.800","6.789","6.800","6.789","-0.15%"
"Jul 05, 2017","6.810","6.802","6.810","6.802","-0.18%"
"Jul 04, 2017","6.822","6.825","6.825","6.822","-0.09%"
"Jul 03, 2017","6.828","6.856","6.856","6.828","1.10%"
"Jul 02, 2017","6.754","6.754","6.754","6.754","0.00%"
"Jul 01, 2017","6.754","6.754","6.754","6.754","0.00%"
"Jun 30, 2017","6.754","6.764","6.764","6.754","-0.01%"
"Jun 29, 2017","6.755","6.750","6.755","6.750","0.21%"
"Jun 28, 2017","6.741","6.741","6.741","6.741","0.48%"
"Jun 27, 2017","6.709","6.704","6.709","6.704","0.01%"
"Jun 25, 2017","6.708","6.708","6.708","6.708","0.00%"
"Jun 23, 2017","6.708","6.710","6.710","6.708","0.03%"
"Jun 22, 2017","6.706","6.687","6.706","6.687","0.42%"
"Jun 21, 2017","6.678","6.683","6.683","6.678","-0.45%"
"Jun 20, 2017","6.708","6.729","6.729","6.708","-0.09%"
"Jun 19, 2017","6.714","6.712","6.714","6.712","-0.18%"
"Jun 16, 2017","6.726","6.726","6.726","6.726","0.09%"
"Jun 15, 2017","6.720","6.695","6.720","6.695","0.28%"
"Jun 14, 2017","6.701","6.703","6.703","6.701","-0.12%"
"Jun 13, 2017","6.709","6.685","6.709","6.685","-0.15%"
"Jun 12, 2017","6.719","6.717","6.719","6.717","0.16%"
"Jun 09, 2017","6.708","6.715","6.715","6.708","-0.25%"
"Jun 08, 2017","6.725","6.712","6.725","6.712","-0.61%"
"Jun 07, 2017","6.766","6.862","6.862","6.766","-1.61%"
"Jun 06, 2017","6.877","6.885","6.885","6.877","-0.12%"
"Jun 05, 2017","6.885","6.874","6.885","6.874","0.29%"
"Jun 02, 2017","6.865","6.868","6.868","6.865","0.09%"
"Jun 01, 2017","6.859","6.886","6.886","6.859","-0.88%"
"May 31, 2017","6.920","6.931","6.931","6.920","-0.16%"
"May 30, 2017","6.931","6.944","6.944","6.931","-0.12%"
"May 29, 2017","6.939","6.937","6.939","6.937","0.43%"
"May 26, 2017","6.909","6.924","6.924","6.909","-0.49%"
"May 25, 2017","6.943","6.957","6.957","6.943","-0.27%"
"May 24, 2017","6.962","6.964","6.964","6.962","-0.17%"
"May 23, 2017","6.974","6.940","6.974","6.940","0.22%"
"May 22, 2017","6.959","6.978","6.978","6.959","-0.88%"
"May 19, 2017","7.021","7.031","7.031","7.021","0.17%"
"May 18, 2017","7.009","7.020","7.020","7.009","0.00%"
"May 17, 2017","7.009","7.011","7.011","7.009","0.16%"
"May 16, 2017","6.998","6.988","6.998","6.988","0.57%"
"May 15, 2017","6.958","6.979","6.979","6.958","-1.00%"
"May 12, 2017","7.028","7.064","7.064","7.028","-0.71%"
"May 11, 2017","7.078","7.063","7.078","7.063","0.11%"
"May 09, 2017","7.070","7.072","7.072","7.070","0.18%"
"May 08, 2017","7.057","7.063","7.063","7.057","-0.30%"
"May 07, 2017","7.078","7.078","7.078","7.078","0.00%"
"May 05, 2017","7.078","7.074","7.078","7.074","-0.30%"
"May 04, 2017","7.099","7.097","7.099","7.097","0.13%"
"May 03, 2017","7.090","7.088","7.090","7.088","-0.30%"
"May 02, 2017","7.111","7.105","7.111","7.105","0.45%"
"Apr 28, 2017","7.079","7.053","7.079","7.053","0.38%"
"Apr 27, 2017","7.052","7.061","7.061","7.052","-0.13%"
"Apr 26, 2017","7.061","7.044","7.061","7.044","0.61%"
"Apr 25, 2017","7.018","7.013","7.018","7.013","-0.14%"
"Apr 24, 2017","7.028","7.031","7.031","7.028","0.30%"
"Apr 22, 2017","7.007","7.007","7.007","7.007","0.00%"
"Apr 21, 2017","7.007","7.037","7.037","7.007","0.55%"
"Apr 20, 2017","6.969","6.967","6.969","6.967","0.22%"
"Apr 19, 2017","6.954","6.954","6.954","6.954","-0.19%"
"Apr 18, 2017","6.967","6.969","6.969","6.967","-0.23%"
"Apr 17, 2017","6.983","6.988","6.988","6.983","0.43%"
"Apr 13, 2017","6.953","6.942","6.953","6.942","-0.44%"
"Apr 12, 2017","6.984","7.008","7.008","6.984","-0.13%"
"Apr 11, 2017","6.993","7.019","7.019","6.993","-0.88%"
"Apr 10, 2017","7.055","7.062","7.062","7.055","0.30%"
"Apr 07, 2017","7.034","7.077","7.077","7.034","0.20%"
"Apr 06, 2017","7.020","6.878","7.020","6.878","2.42%"
"Apr 05, 2017","6.854","6.878","6.878","6.854","-0.26%"
"Apr 03, 2017","6.872","6.850","6.872","6.850","-0.20%"
"Mar 31, 2017","6.886","6.858","6.886","6.858","0.15%"
"Mar 30, 2017","6.876","6.876","6.876","6.876","-0.26%"
"Mar 29, 2017","6.894","6.843","6.894","6.843","0.70%"
"Mar 27, 2017","6.846","6.879","6.879","6.846","-1.89%"
"Mar 26, 2017","6.978","6.978","6.978","6.978","0.00%"
"Mar 24, 2017","6.978","6.994","6.994","6.978","0.03%"
"Mar 23, 2017","6.976","6.973","6.976","6.973","-0.03%"
"Mar 22, 2017","6.978","7.027","7.027","6.978","-1.62%"
"Mar 21, 2017","7.093","7.092","7.093","7.092","-0.74%"
"Mar 20, 2017","7.146","7.086","7.146","7.086","0.58%"
"Mar 18, 2017","7.105","7.105","7.105","7.105","0.00%"
"Mar 17, 2017","7.105","7.109","7.109","7.105","0.01%"
"Mar 16, 2017","7.104","7.068","7.104","7.068","-0.06%"
"Mar 15, 2017","7.108","7.145","7.145","7.108","-1.09%"
"Mar 14, 2017","7.186","7.191","7.191","7.186","-0.03%"
"Mar 10, 2017","7.188","7.152","7.188","7.152","0.91%"
"Mar 09, 2017","7.123","7.138","7.138","7.123","-0.35%"
"Mar 08, 2017","7.148","7.166","7.166","7.148","0.00%"
"Mar 07, 2017","7.148","7.124","7.148","7.124","0.15%"
"Mar 06, 2017","7.137","7.107","7.137","7.107","1.02%"
"Mar 03, 2017","7.065","7.047","7.065","7.047","-0.32%"
"Mar 02, 2017","7.088","7.058","7.088","7.058","0.00%"
"Mar 01, 2017","7.088","7.077","7.088","7.077","1.00%"
"Feb 28, 2017","7.018","7.044","7.044","7.018","-0.07%"
"Feb 27, 2017","7.023","7.037","7.037","7.023","-0.52%"
"Feb 23, 2017","7.060","7.074","7.074","7.060","-0.40%"
"Feb 22, 2017","7.088","7.057","7.088","7.057","0.88%"
"Feb 20, 2017","7.026","6.973","7.026","6.973","0.52%"
"Feb 17, 2017","6.990","6.997","6.997","6.990","0.10%"
"Feb 16, 2017","6.983","7.001","7.001","6.983","-0.37%"
"Feb 15, 2017","7.009","7.009","7.009","7.009","-0.10%"
"Feb 14, 2017","7.016","7.020","7.020","7.016","0.46%"
"Feb 13, 2017","6.984","6.969","6.984","6.969","0.34%"
"Feb 10, 2017","6.960","6.920","6.960","6.920","-0.46%"
"Feb 09, 2017","6.992","6.970","6.992","6.970","0.89%"
"Feb 08, 2017","6.930","6.606","6.930","6.606","4.94%"
"Feb 07, 2017","6.604","6.601","6.604","6.601","0.23%"
"Feb 06, 2017","6.589","6.575","6.589","6.575","0.35%"
"Feb 03, 2017","6.566","6.557","6.566","6.557","0.26%"
"Feb 02, 2017","6.549","6.557","6.557","6.549","-0.47%"
"Feb 01, 2017","6.580","6.575","6.580","6.575","0.00%"
"Jan 31, 2017","6.580","6.573","6.580","6.573","0.18%"
"Jan 30, 2017","6.568","6.552","6.568","6.552","0.15%"
"Jan 27, 2017","6.558","6.591","6.591","6.558","-0.09%"
"Jan 25, 2017","6.564","6.569","6.569","6.564","-0.30%"
"Jan 24, 2017","6.584","6.590","6.590","6.584","-0.26%"
"Jan 23, 2017","6.601","6.583","6.601","6.583","0.00%"
"Jan 20, 2017","6.601","6.604","6.604","6.601","-0.26%"
"Jan 19, 2017","6.618","6.621","6.621","6.618","0.35%"
"Jan 18, 2017","6.595","6.567","6.595","6.567","0.55%"
"Jan 17, 2017","6.559","6.557","6.559","6.557","-0.24%"
"Jan 16, 2017","6.575","6.584","6.584","6.575","0.18%"
"Jan 13, 2017","6.563","6.540","6.563","6.540","0.63%"
"Jan 12, 2017","6.522","6.541","6.541","6.522","-0.65%"
"Jan 11, 2017","6.565","6.565","6.565","6.565","-0.08%"
"Jan 10, 2017","6.570","6.556","6.570","6.556","0.02%"
"Jan 09, 2017","6.569","6.586","6.586","6.569","0.21%"
"Jan 06, 2017","6.555","6.543","6.555","6.543","0.17%"
"Jan 05, 2017","6.544","6.492","6.544","6.492","0.45%"
"Jan 04, 2017","6.515","6.527","6.527","6.515","-0.70%"
"Jan 03, 2017","6.561","6.451","6.561","6.451","0.78%"
"Jan 02, 2017","6.510","6.575","6.575","6.510","-1.99%"
"Dec 30, 2016","6.642","6.649","6.649","6.642","-0.26%"
"Dec 29, 2016","6.659","6.699","6.699","6.659","-1.36%"
"Dec 28, 2016","6.751","6.754","6.754","6.751","-0.34%"
"Dec 27, 2016","6.774","6.744","6.774","6.744","0.28%"
"Dec 26, 2016","6.755","6.706","6.755","6.706","1.00%"
"Dec 23, 2016","6.688","6.669","6.688","6.669","0.41%"
"Dec 22, 2016","6.661","6.619","6.661","6.619","1.00%"
"Dec 21, 2016","6.595","6.602","6.602","6.595","-0.17%"
"Dec 20, 2016","6.606","6.606","6.606","6.606","-0.27%"
"Dec 19, 2016","6.624","6.599","6.624","6.599","0.35%"
"Dec 16, 2016","6.601","6.567","6.601","6.567","-0.36%"
"Dec 15, 2016","6.625","6.536","6.625","6.536","2.24%"
"Dec 14, 2016","6.480","6.495","6.495","6.480","-0.26%"
"Dec 13, 2016","6.497","6.522","6.522","6.497","-0.32%"
"Dec 09, 2016","6.518","6.522","6.522","6.518","0.32%"
"Dec 08, 2016","6.497","6.537","6.537","6.497","-0.11%"
"Dec 07, 2016","6.504","6.244","6.504","6.244","3.90%"
"Dec 06, 2016","6.260","6.270","6.270","6.260","-0.27%"
"Dec 05, 2016","6.277","6.272","6.277","6.272","-0.60%"
"Dec 02, 2016","6.315","6.299","6.315","6.299","0.64%"
"Dec 01, 2016","6.275","6.277","6.277","6.275","-0.19%"
"Nov 30, 2016","6.287","6.280","6.287","6.280","-0.90%"
"Nov 29, 2016","6.344","6.342","6.344","6.342","0.08%"
"Nov 28, 2016","6.339","6.331","6.339","6.331","1.85%"
"Nov 25, 2016","6.224","6.199","6.224","6.199","0.78%"
"Nov 24, 2016","6.176","6.278","6.278","6.176","-2.19%"
"Nov 23, 2016","6.314","6.326","6.326","6.314","-0.49%"
"Nov 22, 2016","6.345","6.360","6.360","6.345","0.16%"
"Nov 21, 2016","6.335","6.423","6.423","6.335","-2.30%"
"Nov 18, 2016","6.484","6.475","6.484","6.475","0.08%"
"Nov 17, 2016","6.479","6.486","6.486","6.479","-0.32%"
"Nov 16, 2016","6.500","6.461","6.500","6.461","-0.28%"
"Nov 15, 2016","6.518","6.645","6.645","6.518","-3.41%"
"Nov 11, 2016","6.748","6.710","6.748","6.710","0.70%"
"Nov 10, 2016","6.701","6.690","6.701","6.690","-0.59%"
"Nov 09, 2016","6.741","6.751","6.751","6.741","-1.50%"
"Nov 08, 2016","6.844","6.879","6.879","6.844","-0.54%"
"Nov 07, 2016","6.881","6.885","6.885","6.881","-0.16%"
"Nov 04, 2016","6.892","6.869","6.892","6.869","0.38%"
"Nov 03, 2016","6.866","6.848","6.866","6.848","0.04%"
"Nov 02, 2016","6.863","6.873","6.873","6.863","-0.04%"
"Nov 01, 2016","6.866","6.845","6.866","6.845","0.29%"
"Oct 28, 2016","6.846","6.860","6.860","6.846","-0.06%"
"Oct 27, 2016","6.850","6.838","6.850","6.838","0.26%"
"Oct 26, 2016","6.832","6.831","6.832","6.831","-0.01%"
"Oct 25, 2016","6.833","6.822","6.833","6.822","0.04%"
"Oct 24, 2016","6.830","6.805","6.830","6.805","-0.12%"
"Oct 21, 2016","6.838","6.830","6.838","6.830","-0.01%"
"Oct 20, 2016","6.839","6.823","6.839","6.823","0.35%"
"Oct 19, 2016","6.815","6.813","6.815","6.813","0.10%"
"Oct 18, 2016","6.808","6.810","6.810","6.808","-0.41%"
"Oct 17, 2016","6.836","6.834","6.836","6.834","-0.06%"
"Oct 15, 2016","6.840","6.840","6.840","6.840","0.00%"
"Oct 14, 2016","6.840","6.821","6.840","6.821","0.40%"
"Oct 13, 2016","6.813","6.806","6.813","6.806","0.31%"
"Oct 10, 2016","6.792","6.784","6.792","6.784","-0.53%"
"Oct 07, 2016","6.828","6.807","6.828","6.807","0.40%"
"Oct 06, 2016","6.801","6.797","6.801","6.797","0.53%"
"Oct 05, 2016","6.765","6.765","6.765","6.765","-0.15%"
"Oct 04, 2016","6.775","6.900","6.900","6.775","-1.57%"
"Oct 03, 2016","6.883","6.893","6.893","6.883","-1.01%"
"Sep 30, 2016","6.953","6.958","6.958","6.953","-0.67%"
"Sep 29, 2016","7.000","6.910","7.000","6.910","1.55%"
"Sep 28, 2016","6.893","6.905","6.905","6.893","-0.10%"
"Sep 27, 2016","6.900","6.872","6.900","6.872","-0.03%"
"Sep 26, 2016","6.902","6.904","6.904","6.902","-0.65%"
"Sep 25, 2016","6.947","6.947","6.947","6.947","0.00%"
"Sep 24, 2016","6.947","6.947","6.947","6.947","0.00%"
"Sep 23, 2016","6.947","6.954","6.954","6.947","-0.39%"
"Sep 22, 2016","6.974","6.977","6.977","6.974","-0.77%"
"Sep 21, 2016","7.028","7.028","7.028","7.028","-0.20%"
"Sep 20, 2016","7.042","7.039","7.042","7.039","0.17%"
"Sep 19, 2016","7.030","7.025","7.030","7.025","0.04%"
"Sep 17, 2016","7.027","7.027","7.027","7.027","0.00%"
"Sep 16, 2016","7.027","7.032","7.032","7.027","-0.28%"
"Sep 15, 2016","7.047","7.047","7.047","7.047","-0.14%"
"Sep 14, 2016","7.057","7.063","7.063","7.057","0.01%"
"Sep 12, 2016","7.056","7.054","7.056","7.054","0.47%"
"Sep 09, 2016","7.023","7.009","7.023","7.009","-0.13%"
"Sep 08, 2016","7.032","7.029","7.032","7.029","-0.13%"
"Sep 07, 2016","7.041","7.039","7.041","7.039","-0.69%"
"Sep 06, 2016","7.090","7.082","7.090","7.082","-0.23%"
"Sep 02, 2016","7.106","7.087","7.106","7.087","0.11%"
"Sep 01, 2016","7.098","7.088","7.098","7.088","0.07%"
"Aug 31, 2016","7.093","7.081","7.093","7.081","0.04%"
"Aug 30, 2016","7.090","7.084","7.090","7.084","-0.07%"
"Aug 29, 2016","7.095","7.114","7.114","7.095","-0.20%"
"Aug 26, 2016","7.109","7.109","7.109","7.109","-0.06%"
"Aug 25, 2016","7.113","7.111","7.113","7.111","-0.18%"
"Aug 24, 2016","7.126","7.143","7.143","7.126","-0.39%"
"Aug 23, 2016","7.154","7.161","7.161","7.154","-0.04%"
"Aug 22, 2016","7.157","7.159","7.159","7.157","0.68%"
"Aug 19, 2016","7.109","7.138","7.138","7.109","-0.42%"
"Aug 18, 2016","7.139","7.114","7.139","7.114","0.62%"
"Aug 16, 2016","7.095","7.092","7.095","7.092","0.01%"
"Aug 14, 2016","7.094","7.094","7.094","7.094","0.00%"
"Aug 13, 2016","7.094","7.094","7.094","7.094","0.00%"
"Aug 12, 2016","7.094","7.082","7.094","7.082","0.18%"
"Aug 11, 2016","7.081","7.079","7.081","7.079","-0.24%"
"Aug 10, 2016","7.098","7.078","7.098","7.078","-0.32%"
"Aug 09, 2016","7.121","7.109","7.121","7.109","-0.54%"
"Aug 08, 2016","7.160","7.174","7.174","7.160","-0.10%"
"Aug 06, 2016","7.167","7.167","7.167","7.167","0.00%"
"Aug 05, 2016","7.167","7.165","7.167","7.165","-0.22%"
"Aug 04, 2016","7.183","7.176","7.183","7.176","-0.29%"
"Aug 03, 2016","7.204","7.176","7.204","7.176","0.39%"
"Aug 02, 2016","7.176","7.157","7.176","7.157","0.57%"
"Aug 01, 2016","7.135","7.125","7.135","7.125","-0.31%"
"Jul 29, 2016","7.157","7.157","7.157","7.157","-0.14%"
"Jul 28, 2016","7.167","7.182","7.182","7.167","-0.71%"
"Jul 27, 2016","7.218","7.210","7.218","7.210","0.06%"
"Jul 26, 2016","7.214","7.219","7.219","7.214","-0.06%"
"Jul 25, 2016","7.218","7.214","7.218","7.214","-0.04%"
"Jul 22, 2016","7.221","7.221","7.221","7.221","-0.17%"
"Jul 21, 2016","7.233","7.242","7.242","7.233","-0.12%"
"Jul 20, 2016","7.242","7.236","7.242","7.236","-0.47%"
"Jul 19, 2016","7.276","7.274","7.276","7.274","-0.36%"
"Jul 18, 2016","7.302","7.278","7.302","7.278","0.12%"
"Jul 15, 2016","7.293","7.306","7.306","7.293","-0.10%"
"Jul 14, 2016","7.300","7.318","7.318","7.300","0.01%"
"Jul 13, 2016","7.299","7.355","7.355","7.299","-1.18%"
"Jul 12, 2016","7.386","7.352","7.386","7.352","-0.58%"
"Jul 11, 2016","7.429","7.424","7.429","7.424","0.09%"
"Jul 08, 2016","7.422","7.420","7.422","7.420","-0.09%"
"Jul 07, 2016","7.429","7.416","7.429","7.416","-0.20%"
"Jul 05, 2016","7.444","7.463","7.463","7.444","-0.87%"
"Jul 04, 2016","7.509","7.511","7.511","7.509","-0.17%"
"Jul 01, 2016","7.522","7.522","7.522","7.522","-0.48%"
"Jun 30, 2016","7.558","7.555","7.558","7.555","-0.24%"
"Jun 29, 2016","7.576","7.581","7.581","7.576","-0.07%"
"Jun 28, 2016","7.581","7.579","7.581","7.579","-0.11%"
"Jun 27, 2016","7.589","7.598","7.598","7.589","-0.42%"
"Jun 24, 2016","7.621","7.631","7.631","7.621","0.11%"
"Jun 23, 2016","7.613","7.621","7.621","7.613","-0.08%"
"Jun 22, 2016","7.619","7.625","7.625","7.619","-0.10%"
"Jun 21, 2016","7.627","7.621","7.627","7.621","-0.01%"
"Jun 20, 2016","7.628","7.642","7.642","7.628","-0.03%"
"Jun 17, 2016","7.630","7.630","7.630","7.630","-0.08%"
"Jun 16, 2016","7.636","7.628","7.636","7.628","-0.09%"
"Jun 15, 2016","7.643","7.647","7.647","7.643","-0.16%"
"Jun 14, 2016","7.655","7.685","7.685","7.655","-0.17%"
"Jun 13, 2016","7.668","7.647","7.668","7.647","0.43%"
"Jun 10, 2016","7.635","7.637","7.637","7.635","0.00%"
"Jun 09, 2016","7.635","7.639","7.639","7.635","-0.05%"
"Jun 08, 2016","7.639","7.625","7.639","7.625","0.10%"
"Jun 07, 2016","7.631","7.637","7.637","7.631","0.08%"
"Jun 06, 2016","7.625","7.633","7.633","7.625","-0.17%"
"Jun 03, 2016","7.638","7.638","7.638","7.638","-0.03%"
"Jun 02, 2016","7.640","7.636","7.640","7.636","-0.03%"
"Jun 01, 2016","7.642","7.636","7.642","7.636","0.28%"
"May 31, 2016","7.621","7.617","7.621","7.617","0.05%"
"May 30, 2016","7.617","7.617","7.617","7.617","-0.05%"
"May 27, 2016","7.621","7.617","7.621","7.617","-0.01%"
"May 26, 2016","7.622","7.617","7.622","7.617","0.12%"
"May 25, 2016","7.613","7.615","7.615","7.613","0.00%"
"May 24, 2016","7.613","7.611","7.613","7.611","-0.03%"
"May 23, 2016","7.615","7.626","7.626","7.615","-0.22%"
"May 20, 2016","7.632","7.632","7.632","7.632","0.10%"
"May 19, 2016","7.624","7.641","7.641","7.624","-0.01%"
"May 18, 2016","7.625","7.627","7.627","7.625","0.12%"
"May 17, 2016","7.616","7.620","7.620","7.616","-0.01%"
"May 16, 2016","7.617","7.621","7.621","7.617","0.08%"
"May 13, 2016","7.611","7.621","7.621","7.611","0.11%"
"May 12, 2016","7.603","7.603","7.603","7.603","-0.16%"
"May 11, 2016","7.615","7.618","7.618","7.615","0.01%"
"May 10, 2016","7.614","7.614","7.614","7.614","0.05%"
"May 09, 2016","7.610","7.603","7.610","7.603","-0.17%"
"May 06, 2016","7.623","7.622","7.623","7.622","-0.05%"
"May 05, 2016","7.627","7.625","7.627","7.625","-0.07%"
"May 04, 2016","7.632","7.628","7.632","7.628","-0.05%"
"May 03, 2016","7.636","7.660","7.660","7.636","0.03%"
"May 02, 2016","7.634","7.622","7.634","7.622","0.04%"
"Apr 29, 2016","7.631","7.643","7.643","7.631","-0.09%"
"Apr 28, 2016","7.638","7.636","7.638","7.636","-0.17%"
"Apr 27, 2016","7.651","7.642","7.651","7.642","-0.14%"
"Apr 26, 2016","7.662","7.662","7.662","7.662","0.14%"
"Apr 25, 2016","7.651","7.638","7.651","7.638","0.20%"
"Apr 22, 2016","7.636","7.640","7.640","7.636","-0.18%"
"Apr 21, 2016","7.650","7.648","7.650","7.648","0.39%"
"Apr 20, 2016","7.620","7.622","7.622","7.620","0.03%"
"Apr 18, 2016","7.618","7.620","7.620","7.618","-0.17%"
"Apr 13, 2016","7.631","7.584","7.631","7.584","0.63%"
"Apr 12, 2016","7.583","7.560","7.583","7.560","-0.14%"
"Apr 11, 2016","7.594","7.633","7.633","7.594","-0.82%"
"Apr 07, 2016","7.657","7.657","7.657","7.657","-0.31%"
"Apr 06, 2016","7.681","7.721","7.721","7.681","-0.51%"
"Apr 05, 2016","7.720","7.724","7.724","7.720","-0.03%"
"Apr 04, 2016","7.722","7.732","7.732","7.722","-0.57%"