stock,year,EBITDA_growth,CFO_growth
3MINDIA,2017,0.18053539724341539,0.39871154143201504
3MINDIA,2018,0.3389318879712049,-0.9008141670715443
3MINDIA,2019,0.0804504124512897,
3MINDIA,2020,-0.18095295706055636,-0.03136590512278159
3MINDIA,2021,-0.42646426147044847,0.3102596362244421
3MINDIA,2022,0.5000819782873644,0.019597614013930675
AAVAS,2021,0.22704161411985901,-0.08622198260510539
AAVAS,2022,0.14739552411862666,0.05969299295460395
ABCAPITAL,2019,0.33235344976655723,-0.13771072080176905
ABCAPITAL,2020,0.08445273631840777,-1.4164449224390858
ABCAPITAL,2021,-0.07317186687078525,-0.985024514280095
ABCAPITAL,2022,0.056001721695152495,
AIAENG,2017,0.03903704955547105,-0.6049113160373332
AIAENG,2018,-0.11027947568944729,0.2514332751245889
AIAENG,2019,0.18749153060502843,-0.35514081912088846
AIAENG,2020,0.05302058971079293,
AIAENG,2021,0.0063864722430675425,-0.1187821780939009
AIAENG,2022,0.06017739734959027,-1.0655336622097413
AMRUTANJAN,2017,-0.03938927448855889,-0.6131246400696685
AMRUTANJAN,2018,0.00023451830219922698,1.313820646254387
AMRUTANJAN,2019,0.058596290455389166,0.10718077733784526
AMRUTANJAN,2020,0.029228124390256793,-0.14135287198310686
AMRUTANJAN,2022,0.10202941183304626,-0.4255963516791168
ARVINDFASN,2021,,-1.3386163644319122
ASHOKLEY,2017,0.2999202329799002,-1.211897981438333
ASHOKLEY,2018,0.28462885508777513,
ASHOKLEY,2019,0.1377270064440539,
ASHOKLEY,2020,-0.3482867474937914,-1.1023043713906593
ASHOKLEY,2021,-0.18889631700498366,
ASHOKLEY,2022,-0.050112768715485534,
ASTERDM,2020,0.4238754325259517,1.0356287026559277
ASTERDM,2021,-0.12493238741033996,0.2827467811158797
ASTERDM,2022,0.37461031282473933,-0.1629320893239522
AUTOAXLES,2017,0.20026993355481704,0.7060363764168354
AUTOAXLES,2018,0.48411037107516663,-0.47269318720257103
AUTOAXLES,2019,0.35242280478849275,1.062998124706985
AUTOAXLES,2020,-0.5734337157287779,0.8729464344894848
AUTOAXLES,2021,-0.30152652475677644,-0.7538270980788675
AUTOAXLES,2022,,-0.11106319183455526
BALAMINES,2017,0.12881375603039658,-0.28693099389270116
BALAMINES,2018,0.18707253298812732,1.3153728205475983
BALAMINES,2019,0.03668536030361258,-0.3269528889168295
BALAMINES,2020,-0.008854506123816774,0.5305775211488861
BALAMINES,2021,,-0.23805914412105944
BALAMINES,2022,0.6461516986048479,1.1152303451012586
BANDHANBNK,2020,0.7212083459984118,1.4423125531530552
BANDHANBNK,2021,-0.2513723406483487,-1.1381104189504816
CENTRUM,2020,-0.4463653392593089,-0.8709055612284609
CENTRUM,2021,-0.025681695697535423,-0.772959578229127
CENTRUM,2022,-0.2592210440004875,
DCMSHRIRAM,2017,0.4989003738728832,
DCMSHRIRAM,2018,0.33401804709852545,0.07072027754763877
DCMSHRIRAM,2019,0.33480898958791605,-0.0631475861735441
DCMSHRIRAM,2020,-0.12100279469625708,-0.35952663638240756
DCMSHRIRAM,2021,-0.02798978212809833,
DCMSHRIRAM,2022,0.5175844665187901,-0.35109523481431626
DEEPAKFERT,2017,0.13526018730137768,
DEEPAKFERT,2018,0.16416806998808897,-1.165163769717673
DEEPAKFERT,2019,-0.09931555179226648,
DEEPAKFERT,2020,0.09589094754984528,-0.5585758887336738
DEEPAKFERT,2021,0.7657003967544769,1.1572967644871772
DEEPAKFERT,2022,0.41691127350756085,-0.029242484969939864
DELTACORP,2017,0.2777151446824502,0.11689419795221845
DELTACORP,2018,0.6233529411764707,0.7456073338426279
DELTACORP,2019,0.2837264920100009,-0.5562363238512035
DELTACORP,2020,-0.12544104778840992,
DELTACORP,2021,,-0.8226013863187278
DELTACORP,2022,,1.2370933521923622
DHANUKA,2017,0.22996079986136841,-0.548183611702082
DHANUKA,2018,-0.028245261903478425,1.1816294972463575
DHANUKA,2019,-0.08177881513008856,-0.903431166782622
DHANUKA,2020,0.1868740153806956,
DHANUKA,2021,0.525943440201208,0.42561494475553996
DHANUKA,2022,-0.018938265619850347,-0.5487280314338379
EICHERMOT,2017,0.235441100788212,0.16737977417502803
EICHERMOT,2018,0.19943544629888454,0.45333348946410057
EICHERMOT,2019,0.14715922332759068,-0.36530567025883776
EICHERMOT,2020,-0.11252659002366217,0.07531085961649531
EICHERMOT,2021,-0.18573429210093995,-0.0018593724175381965
EICHERMOT,2022,0.18369743174188424,-0.09694435738067508
ELGIEQUIP,2017,0.16536921962563378,-0.0011456394099957912
ELGIEQUIP,2018,0.21934128915757234,-0.629542015133413
ELGIEQUIP,2019,0.09243490065407878,
ELGIEQUIP,2020,-0.2615768482681389,-0.7935552943640828
ELGIEQUIP,2021,0.6001795929227085,
ELGIEQUIP,2022,0.4491979498775829,-0.7143737944767768
GAEL,2017,0.5017647961532559,-0.5869676010192938
GAEL,2018,0.11175829416172767,1.4408602150537635
GAEL,2019,0.17656790955605262,
GAEL,2020,-0.24095099213582616,-0.5793746399203896
GAEL,2021,,0.23347030257751222
GAEL,2022,0.32018809447472485,1.0049128474325326
GARFIBRES,2017,0.32093508562471973,-0.15774287482128058
GARFIBRES,2018,0.23946258872503434,-0.7679325770133968
GARFIBRES,2019,0.19419866308391986,
GARFIBRES,2020,-0.01578164037253771,-0.17580997940676124
GARFIBRES,2021,0.13991300711079369,1.0820796193578306
GARFIBRES,2022,0.03937341236240477,-0.7200652421258936
GEOJITFSL,2017,0.39894433604293233,1.3500863250635668
GEOJITFSL,2018,0.2253124385310894,-0.47601509202770853
GEOJITFSL,2019,-0.3764879832249045,-1.4106756533990006
GEOJITFSL,2020,0.20069009779875802,
GEOJITFSL,2022,0.2121717549799902,-1.690596076266367
GESHIP,2017,-0.07904895929408862,-0.2924169932999493
GESHIP,2018,-0.32752915425556617,-0.3633149781183057
GESHIP,2019,0.025593981499251406,0.13083639516162338
GESHIP,2020,0.0689301566628493,0.3516870647719701
GESHIP,2021,0.32012912441880004,0.03588043456243306
GESHIP,2022,-0.10478716350616624,-0.13793125924767147
GMRINFRA,2017,,0.2877367525765828
GMRINFRA,2018,-0.3576974859649271,-0.4788968787672252
GMRINFRA,2019,,-0.12565556554377322
GMRINFRA,2020,,-0.3295960083224917
GMRINFRA,2021,,-0.9975069956754007
GPPL,2017,0.09831255745458423,0.042120563114076415
GPPL,2018,-0.10816668997343037,-0.22486988920868978
GPPL,2019,0.07261742799824744,-0.047905923943106776
GPPL,2020,0.12760500642786798,0.14645140825083058
GPPL,2021,-0.10417735105877945,0.12969753454979704
GPPL,2022,-0.062241953196162436,-0.01949334323340457
GREENPANEL,2022,,0.7120069407312866
GRSE,2021,-0.07210811928750893,-0.17928327211252104
GRSE,2022,0.23989887157120138,-1.691109812993425
GTPL,2019,-0.04754471168670982,-0.3100858863564151
GTPL,2020,0.46324436980231054,0.38400880313875496
GTPL,2021,0.3168545022932081,0.39848808528905977
GTPL,2022,-0.024807042721878947,-0.26976261790546496
HAL,2019,0.16622731324318685,
HAL,2020,0.0825487039385957,-1.1983551247487105
HAL,2021,0.07039931500933228,
HAL,2022,0.12151831230023813,-0.33632466759277635
HATHWAY,2018,0.7024830497058956,-0.09830257847878998
HATHWAY,2019,,-0.15872907413734194
HATHWAY,2020,,0.7865497076023391
HATHWAY,2021,-0.027961642905634743,0.06223858883433353
HATHWAY,2022,-0.23785411846872417,-0.28788786646693776
HAVELLS,2017,-0.49855135236378323,0.49403034493504494
HAVELLS,2018,0.3409165188159491,0.4339182353861397
HAVELLS,2019,0.142628330678366,-0.5442619075759367
HAVELLS,2020,-0.13200877620672857,0.6453279604213216
HAVELLS,2021,0.5439720544867297,-0.19937679595523594
HAVELLS,2022,0.09193128460497735,1.6166159344570135
HCLTECH,2017,0.522904030067354,1.3530981368799408
HCLTECH,2018,0.08875119993018599,-0.0741523068371317
HCLTECH,2019,0.19180827188201355,0.07720941402497594
HCLTECH,2020,0.20418319994619671,0.4891316464162301
HCLTECH,2021,0.17146048589779395,0.4685230930458866
HCLTECH,2022,0.029606674612634,-0.13854623305127944
HDFCAMC,2020,0.23411768945263245,0.4369561813586238
HDFCAMC,2021,0.05892898855407602,-0.1552878179384204
HDFCAMC,2022,0.05761287369506585,0.15517082519441283
HEG,2017,-0.3749567835278015,-0.3700621357198156
HEG,2019,,1.505199832474157
HEG,2020,,-0.5036326301056353
HEG,2021,-0.557116891647448,-0.031030973847257726
HEG,2022,,-1.1964432455782261
ICICIBANK,2017,-0.04757286352584822,1.2260441360679382
ICICIBANK,2018,-0.16333636125131623,-0.6317519551692204
ICICIBANK,2019,-0.09194203264472756,1.5110262960573824
ICICIBANK,2020,0.5465713306631379,0.6347447237359631
ICICIBANK,2021,0.16201645865939485,0.7346287482551976
ICICIBANK,2022,0.2366204075722831,-0.5789493523735262
IIFL,2017,0.16630445195742727,
IIFL,2018,0.403423139178138,
IIFL,2019,-0.11574140613734551,-1.0402552166330932
IIFL,2020,-0.13637289271020858,1.608364631588925
IIFL,2021,0.15465359807976342,
IIFL,2022,0.2441996559686126,-1.4972965121465978
INDHOTEL,2017,0.14851380788419632,-0.136129292929293
INDHOTEL,2018,0.15410382697543512,-0.07945446381800492
INDHOTEL,2019,0.21889123030230762,0.4458489990854586
INDHOTEL,2020,0.2405266992138655,0.15748562753890072
INDHOTEL,2021,,-1.387008634194324
JINDALPOLY,2017,-0.2154768026329268,-0.18738339834661
JINDALPOLY,2018,-0.13418962531552625,0.4583032545134125
JINDALPOLY,2019,,-0.31965780964435153
JINDALPOLY,2020,,-0.2613494553763498
JINDALPOLY,2021,0.6788872516128788,1.4710276881963873
JINDALPOLY,2022,0.46139680211489,-0.20598571284515133
JSL,2018,0.14409083509685838,-0.7160421419759966
JSL,2019,-0.1391191138493061,-0.023284474033887004
JSL,2020,-0.0282047467936003,-0.1679695485144329
JSL,2021,0.3373952974191079,0.1079416449218884
JSL,2022,,-0.17169685801020051
JUBLFOOD,2017,-0.11464243650189898,-0.03822609310205061
JUBLFOOD,2018,,1.009013398773392
JUBLFOOD,2019,0.39717496778695516,0.035478156098214475
JUBLFOOD,2020,0.4221349987521721,0.71844179247417
JUBLFOOD,2021,-0.08261266128464417,0.03139312164223185
JUBLFOOD,2022,0.34127893431260925,0.23896951071995343
KAJARIACER,2017,0.09361174635063807,0.0689436664343197
KAJARIACER,2018,-0.08548144384295175,-0.2940601102614263
KAJARIACER,2019,-0.011261886953734312,0.3324935970105387
KAJARIACER,2020,-0.048910694216305006,-0.2928220317620368
KAJARIACER,2021,0.20468128621747517,1.266898364746246
KAJARIACER,2022,0.20399154908322648,-0.16361349162670025
KCP,2017,-0.05172975899656551,-0.4746943643772985
KCP,2018,0.29186099544095523,0.6812564252962732
KCP,2019,-0.19425274451772778,-0.2889086566010768
KCP,2020,-0.18216457592761237,0.27427288344043754
KCP,2021,,-0.32694767826979765
KCP,2022,0.05777495475722372,0.06565485700928964
KNRCON,2017,0.34836021782745763,0.4874092320908794
KNRCON,2018,0.7076504590737986,-0.39682554007002946
KNRCON,2019,0.21800874336529952,0.16026426593074095
KNRCON,2020,0.12635095946226338,-0.09882636583702764
KNRCON,2021,0.22027424020087483,-1.327753384955733
KNRCON,2022,0.04266061005218447,
KOLTEPATIL,2017,0.15484111105941478,
KOLTEPATIL,2018,0.2767011804520365,0.610811189791769
KOLTEPATIL,2019,-0.18533244974596863,-0.706550598476605
KOLTEPATIL,2020,0.08672916021072208,
KOLTEPATIL,2021,,-0.0332606813363987
KOLTEPATIL,2022,,0.07983569597578688
KOTAKBANK,2017,0.25415070519986394,1.631561669166409
KOTAKBANK,2018,0.1866962316984191,
KOTAKBANK,2019,0.1594156356189118,-1.175357184140723
KOTAKBANK,2020,0.03288748757133586,
KOTAKBANK,2021,0.04770244240172872,-0.8952970009077169
KOTAKBANK,2022,0.13292786221327524,0.724598879866208
KSL,2017,0.2655973953864015,-0.05138265952204202
KSL,2018,-0.2639153396948215,0.2573091339514697
KSL,2019,0.07264254881066345,0.4947201606702962
KSL,2020,-0.08581555506912064,-0.10117604246489542
KSL,2021,0.40885020951328466,-0.7579046536434205
KSL,2022,0.2747091123022618,
LAURUSLABS,2019,-0.15961516694963207,-0.13089433268124617
LAURUSLABS,2020,0.534048055166469,0.16717059732580797
LAURUSLABS,2021,,1.109838236140694
LAURUSLABS,2022,-0.08710577674933095,0.24297407912687596
LTI,2018,0.13875361705130929,-0.2785567715458276
LTI,2019,0.35457080880074376,0.6533538753259067
LTI,2020,0.0791087115666178,0.17805175256254024
LTI,2021,0.27178291286834844,0.46005476118040756
LTI,2022,0.17522920486747795,-0.3115519253208868
MGL,2018,0.20231404915980344,0.22519744331178337
MGL,2019,0.14965284189335182,0.04985249914204459
MGL,2020,0.1958358774611677,0.4390567803153238
MGL,2021,-0.11922062747479334,-0.1824052844030738
MGL,2022,-0.004348275239356214,0.12185637164874352
MPHASIS,2017,0.15172996074067213,-0.09127419065720321
MPHASIS,2018,0.016068154405930457,0.08916059960397837
MPHASIS,2019,0.23869089336143312,0.31300798958133136
MPHASIS,2020,0.2183648675575911,0.39095692313847974
MPHASIS,2021,0.05885940518672972,0.10106652354504586
MPHASIS,2022,0.17679618516477058,0.17957666108411496
MUTHOOTFIN,2017,0.19290949808754654,
MUTHOOTFIN,2018,0.16057941612633475,-0.34491052037420245
MUTHOOTFIN,2019,0.14335837912468996,
MUTHOOTFIN,2020,0.283748760944986,0.030242301163529106
MUTHOOTFIN,2021,0.2425647913926947,0.5722605469751298
MUTHOOTFIN,2022,0.047543292157779415,-0.7957013107654451
NAM-INDIA,2020,-0.15708634258281584,0.5670249967620775
NAM-INDIA,2021,0.5277671070432415,-0.24626828663525913
NAM-INDIA,2022,0.1147782928109149,0.27102660262736555
NATIONALUM,2017,-0.1057604953988962,0.6302494295023899
NATIONALUM,2018,0.742245811909106,0.10751841998969303
NATIONALUM,2019,0.2771682216298552,0.5146856312840731
NATIONALUM,2020,,-1.1446997529941674
NATIONALUM,2022,,0.7997408384104754
NESCO,2017,0.16358272135458418,0.11700006879300462
NESCO,2018,-0.011871914986778753,-0.041955357078508615
NESCO,2019,0.03898639995600228,0.16826773479008073
NESCO,2020,0.21273559705129608,0.21951140986113127
NESCO,2021,-0.21977065420077058,-0.37718374018081935
NESCO,2022,0.05485855900530767,0.25789319542816624
NEWGEN,2020,-0.15216423982363325,-0.11890397824002508
NEWGEN,2021,0.648091942891684,1.39523704295123
NEWGEN,2022,0.08520724355799314,-0.3380924343645543
NUCLEUS,2017,0.5165726375176305,
NUCLEUS,2018,0.016159032783073624,-0.19114709283986964
NUCLEUS,2019,0.22102734240933541,-0.27089561939425455
NUCLEUS,2020,0.23161248008994662,0.3323230522374754
NUCLEUS,2021,0.2848992012171929,0.5375351264552388
NUCLEUS,2022,-0.5755476613380699,-0.4980852915578764
ORISSAMINE,2017,-0.343588511454603,0.46356175614846284
ORISSAMINE,2018,,-0.2084862660647574
ORISSAMINE,2020,,-0.6705457656043954
ORISSAMINE,2021,-0.239506880733945,-0.8633255249088352
PETRONET,2017,0.6663303610682119,-0.38720758262374666
PETRONET,2018,0.23879622645338716,0.4488580852977877
PETRONET,2019,0.042740433711779824,-0.2851520381355508
PETRONET,2020,0.12486939853935852,0.3370146911862222
PETRONET,2021,0.18199933422258852,0.24312373607720272
PETRONET,2022,0.11177044046833617,-0.025404585300067395
PFC,2017,-0.1455686157314645,-1.1350203418636307
PFC,2019,0.2476387705709795,0.4042912768279172
PFC,2020,0.04680433914771198,-0.4748074249281823
PFC,2021,0.17535758959640102,0.4032240461273531
PFC,2022,0.054583217169241305,-1.0276022651012526
PILANIINVS,2017,0.39616268071882166,-0.39865539761813296
PILANIINVS,2018,-0.2306106648601567,0.1849869034689835
PILANIINVS,2019,-0.08242244332356419,0.95474591074259
PILANIINVS,2021,0.6704220016404612,-0.6813451596592186
PILANIINVS,2022,0.3040371769410586,-0.7730336778829792
PUNJABCHEM,2017,-0.6567368814657859,-0.4030578117534639
PUNJABCHEM,2018,,-0.017128221546342193
PUNJABCHEM,2019,0.15640658554044373,0.1148208469055374
PUNJABCHEM,2020,-0.1400495202723615,-0.4964207450693937
PUNJABCHEM,2021,0.7514846140003599,0.24107919930374244
PUNJABCHEM,2022,0.4447755060104799,-0.19798971482000938
RAYMOND,2017,-0.1953518698749921,0.09748678916901032
RAYMOND,2018,0.45392289386400475,0.13378722851685199
RAYMOND,2019,0.2261572507317009,-0.36473413059188287
RAYMOND,2020,0.16236130197210263,0.5573939847440783
RAYMOND,2021,,0.8024023377973788
RAYMOND,2022,,-0.0373882385506058
RBLBANK,2018,0.14823612594717162,-1.7443998905886429
RBLBANK,2019,0.3267123165936596,-1.0306097409920616
RBLBANK,2020,-0.08816245462011407,
RBLBANK,2021,0.012252390046989303,
RBLBANK,2022,-0.6738819332597517,-0.15495552348939468
RELAXO,2017,-0.012439418416801185,0.13027661042463756
RELAXO,2018,0.25368068051693116,-0.14400665926748057
RELAXO,2019,0.10027727939977171,-0.19954619124797413
RELAXO,2020,0.23928963206736031,1.582813638940633
RELAXO,2021,0.23985645933014355,0.6090310442144875
RELAXO,2022,-0.15202793964419392,-0.8908832241970689
RELIANCE,2017,0.02844813216528075,0.2993653957098652
RELIANCE,2018,0.33595058437933334,0.44215943491422816
RELIANCE,2019,0.24900248031920635,-0.4074084440028548
RELIANCE,2020,0.05590571576584358,1.2405185849903178
RELIANCE,2021,0.05505131035610611,-0.715863697207964
RELIANCE,2022,0.24511247602255337,
RELINFRA,2017,0.11874095691869213,-0.1571027848573382
RELINFRA,2018,-0.08753520575809737,-0.060494111682146134
RELINFRA,2019,,-0.9160969531056442
RELINFRA,2021,0.5241319994961187,-0.5004139389596567
RELINFRA,2022,-0.6170203063769149,1.0746125245435936
SHALBY,2020,0.0814718624166566,0.2759280167745801
SHALBY,2021,-0.03668836082942328,0.42929894896521836
SHALBY,2022,0.3398799610344718,-0.7609860258256893
SHILPAMED,2017,0.07667696328574425,-0.7088062917290523
SHILPAMED,2018,-0.020087434591858133,0.19858154135970318
SHILPAMED,2019,0.026971305519876365,
SHILPAMED,2020,0.30301430089650694,-0.15261872400437393
SHILPAMED,2021,0.1459930469832047,-0.6227007626738448
SHILPAMED,2022,-0.1759537005523124,1.2403223675518564
SHOPERSTOP,2017,-0.41201716738197425,-0.5878604531410917
SHOPERSTOP,2019,-0.31285424574905096,-0.3219377998456737
SHOPERSTOP,2021,-0.534101758466853,-1.0051204610150664
SHOPERSTOP,2022,0.7286411565259512,
SHREECEM,2017,0.38246071284310146,0.40577350394605793
SHREECEM,2018,-0.004560142752294771,-0.14666085273958607
SHREECEM,2019,0.06347054301488564,0.10714741951967288
SHREECEM,2020,0.3253095181768,0.9101643253430254
SHREECEM,2021,0.12004710549150865,0.07062604764948976
SHREECEM,2022,-0.058412337223947564,-0.37279931543400124
SIS,2019,0.09950667932965551,-0.04739869876806169
SIS,2020,0.5410766023124205,-0.01686723460346129
SIS,2021,0.2701274741493669,
SIS,2022,-0.23392043426655262,-0.634920486011761
SOBHA,2017,-0.04558998994246588,-0.08911688980432542
SOBHA,2018,0.24208289425168483,-0.0009242849511146289
SOBHA,2019,0.31171087300193223,-0.4169891925536128
SOBHA,2020,0.5895974192407973,0.4284057436514601
SOBHA,2021,-0.3633204525868061,1.0820035807346957
SOBHA,2022,0.29665663710725276,0.3399657988003473
SPARC,2018,,0.8100178228616861
SPARC,2019,-0.4202594567666025,-0.2581908058961634
SPARC,2020,,0.22622019744664223
SPARC,2021,-0.5684727292105193,-0.2794510956550449
SPARC,2022,0.3885271662452572,0.3708922444099765
STAR,2017,0.8086116138813941,
STAR,2018,0.3096281837763968,-0.3507853766545661
STAR,2019,-0.4876869540515588,-0.6789635743534368
STAR,2020,-0.30147622823408937,
STAR,2021,0.7086021220861005,1.3509158296180912
STAR,2022,,-1.5355113960912852
SUMICHEM,2022,0.23994088283999782,-0.47866651308969443
TATAMOTORS,2017,-0.19248333642928284,-0.20317634462054157
TATAMOTORS,2018,0.16715557308829676,-0.20999958608243585
TATAMOTORS,2019,-0.21983822232613215,-0.20818135406091687
TATAMOTORS,2020,-0.24138642414450562,0.4098402657385227
TATAMOTORS,2021,0.666519721644143,0.08889630660377712
TATAMOTORS,2022,-0.2048890056918543,-0.507497281944352
THYROCARE,2018,0.3161735854979204,0.19493133861784084
THYROCARE,2019,-0.021106606248509352,-0.06278613472858074
THYROCARE,2020,0.10092581313192839,0.671119529458678
THYROCARE,2021,0.015878284923928065,-0.31557597088826583
THYROCARE,2022,0.43753403768652643,-0.011505273250239756
TORNTPHARM,2017,-0.421125726499745,-0.63209487549779
TORNTPHARM,2018,0.029689423143005378,-0.11368502438444161
TORNTPHARM,2019,0.02124277193599866,1.0109377621204496
TORNTPHARM,2020,0.36157091081932147,-0.22533480156611485
TORNTPHARM,2021,0.10705340233717031,0.43968382738296063
TORNTPHARM,2022,-0.1552469658926522,-0.10091006557458793
TRIDENT,2017,0.30047569749308733,0.8765571275576349
TRIDENT,2018,-0.07892138092263035,-0.5231386919780527
TRIDENT,2019,0.12304443909590157,0.37674008440590434
TRIDENT,2020,-0.1567611272929188,0.8509836815616898
TRIDENT,2021,-0.06724737468374908,-0.5839711952805082
TRIDENT,2022,,0.7875349058285306
UFLEX,2017,0.06605999357896986,-0.10927737498453949
UFLEX,2018,0.0041402143699871274,-0.16449046991245375
UFLEX,2019,0.11627154360572045,-0.14995630825406125
UFLEX,2020,0.10054833919633221,0.5332441892192241
UFLEX,2021,0.6476583482671199,0.38413287603200996
UFLEX,2022,0.24794443094316998,-0.41075377510821176
UNIONBANK,2017,-0.380688881476424,
UNIONBANK,2019,-0.5959214454145536,
UNIONBANK,2020,0.15622104520632285,-0.012484572662758375
UNIONBANK,2022,0.8456426231592304,0.7702673605055501
UNOMINDA,2017,0.5089296136337109,1.2879999999999998
UNOMINDA,2018,0.5610995074907814,0.08200346661885116
UNOMINDA,2019,0.24248030260484632,0.1433740264044634
UNOMINDA,2020,-0.09888196115446479,1.5329130130202668
UNOMINDA,2021,0.14151040821444894,-0.6731581708073053
UNOMINDA,2022,0.22562843295638135,0.11721280382830979
USHAMART,2017,0.3637410303095212,-0.19857434998539292
USHAMART,2018,,0.3323612609722668
USHAMART,2019,,0.06637410260900012
USHAMART,2020,,-0.7820014162416231
USHAMART,2021,-0.5988960920617563,0.006025797947462497
USHAMART,2022,0.46076204076333904,-0.2579784744969583
